title,author_id,last_updated,link
Find length of smallest substring of a given string which contains another string as subsequence,shreyasshetty788,"09 Feb, 2022",https://www.geeksforgeeks.org/find-length-of-smallest-substring-of-a-given-string-which-contains-another-string-as-subsequence/
Difference between a Neural Network and a Deep Learning System,jaygala260,"07 Feb, 2022",https://www.geeksforgeeks.org/difference-between-a-neural-network-and-a-deep-learning-system/
Myntra Interview Experience (Off-Campus) 2021,GeeksforGeeks,"03 Feb, 2022",https://www.geeksforgeeks.org/myntra-interview-experience-off-campus-2021/
Longest Common Subsequence with no repeating character,pptwo7,"16 Feb, 2022",https://www.geeksforgeeks.org/longest-common-subsequence-with-no-repeating-character/
Maximize minority character deletions that can be done from given Binary String substring,minatonamikaze55,"22 Feb, 2022",https://www.geeksforgeeks.org/maximize-minority-character-deletions-that-can-be-done-from-given-binary-string-substring/
Automated Release for Android Using GitHub Actions,nitishsharma1186,"06 Feb, 2022",https://www.geeksforgeeks.org/automated-release-for-android-using-github-actions/
Print all Nodes of given Binary Tree at the Kth Level,nobita04,"15 Feb, 2022",https://www.geeksforgeeks.org/print-all-nodes-of-given-binary-tree-at-the-kth-level/
Java Program to Convert Byte Array to Object,sharmaharsh_05,"02 Feb, 2022",https://www.geeksforgeeks.org/java-program-to-convert-byte-array-to-object/
E-con Systems Interview Experience (On-Campus),gopiacgcet,"01 Feb, 2022",https://www.geeksforgeeks.org/e-con-systems-interview-experience-on-campus/
Wipro Interview Experience (On-Campus),GeeksforGeeks,"02 Feb, 2022",https://www.geeksforgeeks.org/wipro-interview-experience-on-campus-5/
How Many Bits are Reserved for the TCP Flags?,nehasingh4015,"04 Feb, 2022",https://www.geeksforgeeks.org/how-many-bits-are-reserved-for-the-tcp-flags/
Accolite Digital Interview Experience for Software Engineer (Off-Campus),sneha24102000,"31 Jan, 2022",https://www.geeksforgeeks.org/accolite-digital-interview-experience-for-software-engineer-off-campus-2/
Maximum string length after choosing strings from given Array with given conditions,shreyanshgupta838,"14 Feb, 2022",https://www.geeksforgeeks.org/maximum-string-length-after-choosing-strings-from-given-array-with-given-conditions/
Design a Happy Halloween Porter using HTML and CSS,vishal0171cse19,"01 Feb, 2022",https://www.geeksforgeeks.org/design-a-happy-halloween-porter-using-html-and-css/
Difference Between NPDA and DPDA,harshil125dale,"03 Feb, 2022",https://www.geeksforgeeks.org/difference-between-npda-and-dpda/
Pure CSS Horizontal Menu,suavethapa,"01 Feb, 2022",https://www.geeksforgeeks.org/pure-css-horizontal-menu/
How to Bridge the Gap Between Web Designing and Development?,yuvraj10,"30 Jan, 2022",https://www.geeksforgeeks.org/how-to-bridge-the-gap-between-web-designing-and-development/
Introduction and Installation of Storybook for React,aniluom,"01 Feb, 2022",https://www.geeksforgeeks.org/introduction-and-installation-of-storybook-for-react/
Find the least common multiple (LCM) of given Strings,hrithikgarg03188,"22 Feb, 2022",https://www.geeksforgeeks.org/find-the-least-common-multiple-lcm-of-given-strings/
Minimize the cost to convert given string to either type XYXY… or XXYY…,harshalkhond,"09 Feb, 2022",https://www.geeksforgeeks.org/minimize-the-cost-to-convert-given-string-to-either-type-xyxy-or-xxyy/
Seclore Interview Experience for Trainee Product Engineer,GeeksforGeeks,"28 Jan, 2022",https://www.geeksforgeeks.org/seclore-interview-experience-for-trainee-product-engineer/
Paytm Interview Experience for DevOps Engineer | On-Campus 2022,GeeksforGeeks,"28 Jan, 2022",https://www.geeksforgeeks.org/paytm-interview-experience-for-devops-engineer-on-campus-2022/
Find index of closest non-overlapping interval to right of each of given N intervals,pintusaini,"11 Feb, 2022",https://www.geeksforgeeks.org/find-index-of-closest-non-overlapping-interval-to-right-of-each-of-given-n-intervals/
Check if any level of a perfect Binary Tree forms a Palindrome,shreyanshgupta838,"22 Feb, 2022",https://www.geeksforgeeks.org/check-if-any-level-of-a-perfect-binary-tree-forms-a-palindrome/
How to create Domain name finder app in ReactJS ?,user_u3so,"27 Jan, 2022",https://www.geeksforgeeks.org/how-to-create-domain-name-finder-app-in-reactjs/
Explain Promise.all with async-await in JavaScript,amansingla,"27 Jan, 2022",https://www.geeksforgeeks.org/explain-promise-all-with-async-await-in-javascript/
How to Pass a Function as a Parameter to Another in Kotlin?,eralokyadav2019,"30 Jan, 2022",https://www.geeksforgeeks.org/how-to-pass-a-function-as-a-parameter-to-another-in-kotlin/
How to Initialize Constructor in Kotlin?,eralokyadav2019,"30 Jan, 2022",https://www.geeksforgeeks.org/how-to-initialize-constructor-in-kotlin/
"Find the winner of game where X picks 1, then Y picks 2, then X picks 3 and so on",geekygirl2001,"08 Feb, 2022",https://www.geeksforgeeks.org/find-the-winner-of-game-where-x-picks-1-then-y-picks-2-then-x-picks-3-and-so-on/
Maximum distance between Peaks in given Linked List,amrithabpatil,"04 Feb, 2022",https://www.geeksforgeeks.org/maximum-distance-between-peaks-in-given-linked-list/
Find minimum pair sum by selecting element from 2nd array at index larger than 1st array,kaalel,"22 Feb, 2022",https://www.geeksforgeeks.org/find-minimum-pair-sum-by-selecting-element-from-2nd-array-at-index-larger-than-1st-array/
Working with Datetime Objects and Timezones in Python,pranavhfs1,"26 Jan, 2022",https://www.geeksforgeeks.org/working-with-datetime-objects-and-timezones-in-python/
Longest Increasing Subsequence in given Linked List,abhilashreddy1676,"14 Feb, 2022",https://www.geeksforgeeks.org/longest-increasing-subsequence-in-given-linked-list/
Reduce given Array to 0 by maximising sum of chosen elements,geekygirl2001,"15 Feb, 2022",https://www.geeksforgeeks.org/reduce-given-array-to-0-by-maximising-sum-of-chosen-elements/
Find absolute difference between product of rowwise and columnwise min and max in given Matrix,harshdeepmahajan88,"07 Feb, 2022",https://www.geeksforgeeks.org/find-absolute-difference-between-product-of-rowwise-and-columnwise-min-and-max-in-given-matrix/
Find maximum AND value among all K-size subsets of given Array,inevixo,"08 Feb, 2022",https://www.geeksforgeeks.org/find-maximum-and-value-among-all-k-size-subsets-of-given-array/
"Find nth term of 0, 9, 24, 45, . . . .",geekygirl2001,"01 Feb, 2022",https://www.geeksforgeeks.org/find-nth-term-of-0-9-24-45/
Three State Process Model in Operating System,tarunsinghwap7,"26 Jan, 2022",https://www.geeksforgeeks.org/three-state-process-model-in-operating-system/
What is arguments in JavaScript ?,sftrengdeepak,"27 Jan, 2022",https://www.geeksforgeeks.org/what-is-arguments-in-javascript/
SQL Query to Convert Datetime to Epoch,pranavhfs1,"25 Jan, 2022",https://www.geeksforgeeks.org/sql-query-to-convert-datetime-to-epoch/
How to Save Results With Headers in SQL Server Management Studio?,pranavhfs1,"25 Jan, 2022",https://www.geeksforgeeks.org/how-to-save-results-with-headers-in-sql-server-management-studio/
How to Convert Timestamp to Datetime in MySQL?,pranavhfs1,"25 Jan, 2022",https://www.geeksforgeeks.org/how-to-convert-timestamp-to-datetime-in-mysql/
Composition and Structure of the Atmosphere,vasvivanika1207,"25 Jan, 2022",https://www.geeksforgeeks.org/composition-and-structure-of-the-atmosphere/
Check if given String is prefix subarray of the given Array,rexomkar,"08 Feb, 2022",https://www.geeksforgeeks.org/check-if-given-string-is-prefix-subarray-of-the-given-array/
Count maximum possible number of draws in a match between two people,singhh3010,"31 Jan, 2022",https://www.geeksforgeeks.org/count-maximum-possible-number-of-draws-in-a-match-between-two-people/
Check if given matrix is Zero Division matrix,harshdeepmahajan88,"11 Feb, 2022",https://www.geeksforgeeks.org/check-if-given-matrix-is-zero-division-matrix/
Check if every row in given Matrix contains all the integers from 1 to N,pintusaini,"31 Jan, 2022",https://www.geeksforgeeks.org/check-if-every-row-in-given-matrix-contains-all-the-integers-from-1-to-n/
Count the number of mappings in given binary matrix based on given conditions,pintusaini,"04 Feb, 2022",https://www.geeksforgeeks.org/count-the-number-of-mappings-in-given-binary-matrix-based-on-given-conditions/
Samsung R&D Interview Experience | On-Campus 2021,GeeksforGeeks,"20 Jan, 2022",https://www.geeksforgeeks.org/samsung-rd-interview-experience-on-campus-2021/
Nagarro Interview Experience for Associate Engineer Trainee | On-Campus 2022,gtanu848,"20 Jan, 2022",https://www.geeksforgeeks.org/nagarro-interview-experience-for-associate-engineer-trainee-on-campus-2022/
Goldman Sachs Internship Interview Experience | On-Campus 2021,arpitseth20022002,"20 Jan, 2022",https://www.geeksforgeeks.org/goldman-sachs-internship-interview-experience-on-campus-2021-2/
Find indices of K largest pairs in decreasing order of product from given Array of Pairs,harshdeepmahajan88,"15 Feb, 2022",https://www.geeksforgeeks.org/find-indices-of-k-largest-pairs-in-decreasing-order-of-product-from-given-array-of-pairs/
Find all distinct three digit numbers from given array of digits,sauarbhyadav,"03 Feb, 2022",https://www.geeksforgeeks.org/find-all-distinct-three-digit-numbers-from-given-array-of-digits/
Icertis Interview Experience for Associate Software Engineer | Off-Campus 2021,sarthakjain20,"19 Jan, 2022",https://www.geeksforgeeks.org/icertis-interview-experience-for-associate-software-engineer-off-campus-2021/
Voltage Drop Formula,chanduat24work,"20 Jan, 2022",https://www.geeksforgeeks.org/voltage-drop-formula/
Minimize flips on adjacent 2 to 3 bits to generate a binary string of all 1s,kaalel,"16 Jan, 2022",https://www.geeksforgeeks.org/minimize-flips-on-adjacent-2-to-3-bits-to-generate-a-binary-string-of-all-1s/
Multiply two numbers of different base and represent product in another given base,amrithabpatil,"27 Jan, 2022",https://www.geeksforgeeks.org/multiply-two-numbers-of-different-base-and-represent-product-in-another-given-base/
Optum-United Health Group Interview Experience for Software Engineer,GeeksforGeeks,"16 Jan, 2022",https://www.geeksforgeeks.org/optum-united-health-group-interview-experience-for-software-engineer/
Conversion of Regular Expression to Finite Automata,aijazhera2762,"18 Jan, 2022",https://www.geeksforgeeks.org/conversion-of-regular-expression-to-finite-automata/
What is Handle Pruning?,snowflake203,"18 Jan, 2022",https://www.geeksforgeeks.org/what-is-handle-pruning/
jQuery UI Sortable toArray() Method,harshsethi2000,"17 Jan, 2022",https://www.geeksforgeeks.org/jquery-ui-sortable-toarray-method/
Smart CSS Solutions For Better Web Design,ishasharma9,"14 Jan, 2022",https://www.geeksforgeeks.org/smart-css-solutions-for-better-web-design/
Top 10 Data Analytics Trends For 2022,priyankab14,"14 Jan, 2022",https://www.geeksforgeeks.org/top-10-data-analytics-trends-for-2022/
Longest unique subarray of an Array with maximum sum in another Array,pushpendrayadav1057,"11 Feb, 2022",https://www.geeksforgeeks.org/longest-unique-subarray-of-an-array-with-maximum-sum-in-another-array/
Length of smallest substring to be replaced to make frequency of each character as N/3,amrithabpatil,"28 Jan, 2022",https://www.geeksforgeeks.org/length-of-smallest-substring-to-be-replaced-to-make-frequency-of-each-character-as-n-3/
Minimize flipping of bits in given Binary string to make count of 10 equal to 01,hrithikgarg03188,"24 Jan, 2022",https://www.geeksforgeeks.org/minimize-flipping-of-bits-in-given-binary-string-to-make-count-of-10-equal-to-01/
Samsung R&D Interview Experience,sreerammuthyam,"13 Jan, 2022",https://www.geeksforgeeks.org/samsung-rd-interview-experience/
Count all possible pairs in given Array with product K,shuvonmajhi,"31 Jan, 2022",https://www.geeksforgeeks.org/count-all-possible-pairs-in-given-array-with-product-k/
Minimize moves to reach a target point from origin by moving horizontally or diagonally in right direction,portalpirate,"27 Jan, 2022",https://www.geeksforgeeks.org/minimize-moves-to-reach-a-target-point-from-origin-by-moving-horizontally-or-diagonally-in-right-direction/
Count of iterations to make minimum as 0 by rotating Array followed by reducing it from original Array,harshdeepmahajan88,"16 Feb, 2022",https://www.geeksforgeeks.org/count-of-iterations-to-make-minimum-as-0-by-rotating-array-followed-by-reducing-it-from-original-array/
Find the Mobile Number formed using first digits of arrays of absolute differences of consecutive numbers,harshdeepmahajan88,"11 Feb, 2022",https://www.geeksforgeeks.org/find-the-mobile-number-formed-using-first-digits-of-arrays-of-absolute-differences-of-consecutive-numbers/
Find resultant Array after applying Convolution on given array using given mask,pintusaini,"21 Jan, 2022",https://www.geeksforgeeks.org/find-resultant-array-after-applying-convolution-on-given-array-using-given-mask/
Check if CPU will process given requests successfully or not,pintusaini,"24 Jan, 2022",https://www.geeksforgeeks.org/check-if-cpu-will-process-given-requests-successfully-or-not/
Amazon Interview Experience for SDE-1,GeeksforGeeks,"11 Jan, 2022",https://www.geeksforgeeks.org/amazon-interview-experience-for-sde-1-22/
Maximize sum of chosen Array elements with value at most M,pintusaini,"24 Jan, 2022",https://www.geeksforgeeks.org/maximize-sum-of-chosen-array-elements-with-value-at-most-m/
Top 7 Game Development Trends For 2022,ashugupta917gfg,"11 Jan, 2022",https://www.geeksforgeeks.org/top-7-game-development-trends-for-2022/
Zensar Technologies Interview Experience for FTE | On-Campus 2022,GeeksforGeeks,"09 Jan, 2022",https://www.geeksforgeeks.org/zensar-technologies-interview-experience-for-fte-on-campus-2022/
VMware Interview Experience for Intern+MTS (On-Campus),ayushi_jain,"09 Jan, 2022",https://www.geeksforgeeks.org/vmware-interview-experience-for-internmts-on-campus/
InfoEdge Interview Experience | On-Campus 2021,samyakhappy9,"09 Jan, 2022",https://www.geeksforgeeks.org/infoedge-interview-experience-on-campus-2021-3/
Uber Interview Experience for Software Engineer (On-Campus),ninja_hattori,"09 Jan, 2022",https://www.geeksforgeeks.org/uber-interview-experience-for-software-engineer-on-campus/
Maximize Bitwise OR of Array by incrementing elements by at most K,zack_aayush,"28 Jan, 2022",https://www.geeksforgeeks.org/maximize-bitwise-or-of-array-by-incrementing-elements-by-at-most-k/
10 Skills Java Programmers Can Learn in 2022,yuvraj10,"05 Jan, 2022",https://www.geeksforgeeks.org/10-skills-java-programmers-can-learn-in-2022/
Day-Stout-Warren algorithm to balance given Binary Search Tree,jayshilbuddhadev,"19 Jan, 2022",https://www.geeksforgeeks.org/day-stout-warren-algorithm-to-balance-given-binary-search-tree/
Replace diagonal elements in each row of given Matrix by Kth smallest element of that row,pintusaini,"17 Jan, 2022",https://www.geeksforgeeks.org/replace-diagonal-elements-in-each-row-of-given-matrix-by-kth-smallest-element-of-that-row/
Rearrange given Matrix by replacing mat[i][j] with mat[ mat[i][j] ][ mat[j][i] ],pintusaini,"19 Jan, 2022",https://www.geeksforgeeks.org/rearrange-given-matrix-by-replacing-matij-with-mat-matij-matji/
What are Online and Offline query-based questions in Competitive Programming,refertoyash,"05 Jan, 2022",https://www.geeksforgeeks.org/what-are-online-and-offline-query-based-questions-in-competitive-programming/
Morgan Stanley Interview Experience 2021,GeeksforGeeks,"04 Jan, 2022",https://www.geeksforgeeks.org/morgan-stanley-interview-experience-2021-3/
Difference Between User Mode and Kernel Mode,kmbh,"07 Jan, 2022",https://www.geeksforgeeks.org/difference-between-user-mode-and-kernel-mode/
Geeky Year,varunsharma024,"17 Jan, 2022",https://www.geeksforgeeks.org/geeky-year/
How to Download and Install Inkscape on Windows?,lastbitcoder,"05 Jan, 2022",https://www.geeksforgeeks.org/how-to-download-and-install-inkscape-on-windows/
How to get a value from the Row object in PySpark Dataframe?,pranavhfs1,"04 Jan, 2022",https://www.geeksforgeeks.org/how-to-get-a-value-from-the-row-object-in-pyspark-dataframe/
Bash Scripting – Split String,romy421kumari,"04 Jan, 2022",https://www.geeksforgeeks.org/bash-scripting-split-string/
PySpark – Create dictionary from data in two columns,pranavhfs1,"03 Jan, 2022",https://www.geeksforgeeks.org/pyspark-create-dictionary-from-data-in-two-columns/
File Handling in Java,shreyasnaphad,"03 Jan, 2022",https://www.geeksforgeeks.org/file-handling-in-java/
Implement Lazy List in Kotlin,eralokyadav2019,"03 Jan, 2022",https://www.geeksforgeeks.org/implement-lazy-list-in-kotlin/
Parallel Multiple Network Calls Using Kotlin Coroutines,eralokyadav2019,"03 Jan, 2022",https://www.geeksforgeeks.org/parallel-multiple-network-calls-using-kotlin-coroutines/
Mindtree Interview Experience for Software Engineer C1 (Off-Campus),GeeksforGeeks,"30 Dec, 2021",https://www.geeksforgeeks.org/mindtree-interview-experience-for-software-engineer-c1-off-campus-3/
Django REST API – CRUD with DRF,GeeksforGeeks,"29 Dec, 2021",https://www.geeksforgeeks.org/django-rest-api-crud-with-drf/
Find original Array from given Prefix Sum Array,pintusaini,"21 Jan, 2022",https://www.geeksforgeeks.org/find-original-array-from-given-prefix-sum-array/
Replace all elements of given Array with average of previous K and next K elements,pintusaini,"27 Jan, 2022",https://www.geeksforgeeks.org/replace-all-elements-of-given-array-with-average-of-previous-k-and-next-k-elements/
Sort given Array in descending order according to highest power of prime factors,arnavjha07,"06 Jan, 2022",https://www.geeksforgeeks.org/sort-given-array-in-descending-order-according-to-highest-power-of-prime-factors/
InMobi Interview Experience | On-Campus 2021,GeeksforGeeks,"28 Dec, 2021",https://www.geeksforgeeks.org/inmobi-interview-experience-on-campus-2021/
Zorp Interview Experience for SDE Internship (FrontEnd),rishikabhavya,"28 Dec, 2021",https://www.geeksforgeeks.org/zorp-interview-experience-for-sde-internship-frontend/
Count of distinct strings that can be obtained after performing exactly one swap,harshalkhond,"10 Jan, 2022",https://www.geeksforgeeks.org/count-of-distinct-strings-that-can-be-obtained-after-performing-exactly-one-swap/
Generate largest N digit number from 0 in K steps by incrementing X or multiplying by Y,kaalel,"11 Jan, 2022",https://www.geeksforgeeks.org/generate-largest-n-digit-number-from-0-in-k-steps-by-incrementing-x-or-multiplying-by-y/
Rearrange given Array by replacing every element with the element located at mean of adjacent elements,pintusaini,"05 Jan, 2022",https://www.geeksforgeeks.org/rearrange-given-array-by-replacing-every-element-with-the-element-located-at-mean-of-adjacent-elements/
Find Median of two given Vectors,sourabhnaikssj,"20 Jan, 2022",https://www.geeksforgeeks.org/find-median-of-two-given-vectors/
Make given Binary array of size two to all 0s in a single line,pintusaini,"17 Jan, 2022",https://www.geeksforgeeks.org/make-given-binary-array-of-size-two-to-all-0s-in-a-single-line/
Smallest set of vertices to visit all nodes of the given Graph,chantya17,"25 Jan, 2022",https://www.geeksforgeeks.org/smallest-set-of-vertices-to-visit-all-nodes-of-the-given-graph/
Find unique substrings consisting of only vowels from given String,kaalel,"21 Jan, 2022",https://www.geeksforgeeks.org/find-unique-substrings-consisting-of-only-vowels-from-given-string/
"Convert given Matrix into a Symmetric Matrix by replacing elements at (i, j) and (j, i) with their mean",pintusaini,"10 Jan, 2022",https://www.geeksforgeeks.org/convert-given-matrix-into-a-symmetric-matrix-by-replacing-elements-at-i-j-and-j-i-with-their-mean/
Count of points such that sum of Manhattan distances is minimized,anilyogi2801,"12 Jan, 2022",https://www.geeksforgeeks.org/count-of-points-such-that-sum-of-manhattan-distances-is-minimized/
Find Characteristic Polynomial of a Square Matrix,jainuditkumar,"10 Jan, 2022",https://www.geeksforgeeks.org/find-characteristic-polynomial-of-a-square-matrix/
Find all Array elements that are smaller than all elements to their right,pintusaini,"15 Feb, 2022",https://www.geeksforgeeks.org/find-all-array-elements-that-are-smaller-than-all-elements-to-their-right/
Servlet – RequestDispatcher,sharmaharsh_05,"30 Dec, 2021",https://www.geeksforgeeks.org/servlet-requestdispatcher/
7 Front-End Challenges To Code For Developers,jahnavisarora791,"24 Dec, 2021",https://www.geeksforgeeks.org/7-front-end-challenges-to-code-for-developers/
How to Install GIMP on Windows?,jk26700,"29 Dec, 2021",https://www.geeksforgeeks.org/how-to-install-gimp-on-windows/
How to Install Krita on Windows?,jk26700,"29 Dec, 2021",https://www.geeksforgeeks.org/how-to-install-krita-on-windows/
Dangling-else Ambiguity,jhimlic1,"27 Dec, 2021",https://www.geeksforgeeks.org/dangling-else-ambiguity/
How to Install Brave Browser on Windows?,jk26700,"29 Dec, 2021",https://www.geeksforgeeks.org/how-to-install-brave-browser-on-windows/
Count of triplets that can be removed without changing Mean of given Array,lokeshpotta20,"18 Jan, 2022",https://www.geeksforgeeks.org/count-of-triplets-that-can-be-removed-without-changing-mean-of-given-array/
Count distinct XOR values among pairs using numbers in range 1 to N,jainuditkumar,"07 Jan, 2022",https://www.geeksforgeeks.org/count-distinct-xor-values-among-pairs-using-numbers-in-range-1-to-n/
Maximum count of adjacent pairs with even sum in given Circular Array,amrithabpatil,"03 Jan, 2022",https://www.geeksforgeeks.org/maximum-count-of-adjacent-pairs-with-even-sum-in-given-circular-array/
Longest subsegment of ‘1’s formed by changing at most k ‘0’s | Set 2 (Using Queue),harshalkhond,"07 Jan, 2022",https://www.geeksforgeeks.org/longest-subsegment-of-1s-formed-by-changing-at-most-k-0s-set-2-using-queue/
Find the winner of a game where scores are given as a binary string | Set 2,Shivam.Pradhan,"07 Jan, 2022",https://www.geeksforgeeks.org/find-the-winner-of-a-game-where-scores-are-given-as-a-binary-string-set-2/
Maximize groups to be formed such that product of size of group with its minimum element is at least K,vanshikapoor,"07 Jan, 2022",https://www.geeksforgeeks.org/maximize-groups-to-be-formed-such-that-product-of-size-of-group-with-its-minimum-element-is-at-least-k/
Print all valid words from given dictionary that are possible using Characters of given Array,akshitsaxenaa09,"06 Jan, 2022",https://www.geeksforgeeks.org/print-all-valid-words-from-given-dictionary-that-are-possible-using-characters-of-given-array/
C++ Program For Reversing A Linked List In Groups Of Given Size – Set 2,GeeksforGeeks,"11 Jan, 2022",https://www.geeksforgeeks.org/cpp-program-for-reversing-a-linked-list-in-groups-of-given-size-set-2/
Hash Functions and list/types of Hash functions,rahulkhinchi7,"19 Dec, 2021",https://www.geeksforgeeks.org/hash-functions-and-list-types-of-hash-functions/
2D Vector of Pairs in C++ with Examples,bhuwanesh,"19 Dec, 2021",https://www.geeksforgeeks.org/2d-vector-of-pairs-in-c-with-examples/
Remove common elements from two list in Python,akashjha2671,"19 Dec, 2021",https://www.geeksforgeeks.org/remove-common-elements-from-two-list-in-python/
Bash Scripting – Until Loop,skaliappan1908,"18 Jan, 2022",https://www.geeksforgeeks.org/bash-scripting-until-loop/
Encode given string by replacing substrings with prefix same as itself with *,khatriharsh281,"29 Dec, 2021",https://www.geeksforgeeks.org/encode-given-string-by-replacing-substrings-with-prefix-same-as-itself-with/
Longest substring containing exactly K vowels,prophet1999,"21 Dec, 2021",https://www.geeksforgeeks.org/longest-substring-containing-exactly-k-vowels/
Replace each node in given N-ary Tree with sum of all its subtrees,refertoyash,"21 Jan, 2022",https://www.geeksforgeeks.org/replace-each-node-in-given-n-ary-tree-with-sum-of-all-its-subtrees/
Decrypt message from given code by replacing all * with prefix values of encoded string,harshalkhond,"29 Dec, 2021",https://www.geeksforgeeks.org/decrypt-message-from-given-code-by-replacing-all-with-prefix-values-of-encoded-string/
Mindtree Interview Experience for Software Engineer C1 | Off-Campus 2021,souvik404d,"16 Dec, 2021",https://www.geeksforgeeks.org/mindtree-interview-experience-for-software-engineer-c1-off-campus-2021/
